filename,mean_intensity,min_intensity,max_intensity,sum_intensity,well_ID,treatment,concentration,timestamp,hour,minutes,seconds,plate_position
240305134144P2_01h45m25s_A10_1W.tif,139.4286014441288,30,255,141347139,A10,AtezolizumabNG,10000.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A11_1W.tif,139.91042455808082,22,255,141835592,A11,AtezolizumabWT,10000.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A12_1W.tif,138.37123579545454,21,255,140275224,A12,AtezolizumabFut8,10000.0,01h45m25s,1,45,25,corner
240305134144P2_01h45m25s_A1_1W.tif,146.09163608743688,72,236,148101857,A1,media,0.0,01h45m25s,1,45,25,corner
240305134144P2_01h45m25s_A2_1W.tif,142.42936296559344,26,184,144389191,A2,media,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A3_1W.tif,146.03086134785354,113,202,148040246,A3,media,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A4_1W.tif,142.6925751657197,14,255,144656025,A4,AtezolizumabNG,10000.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A5_1W.tif,140.01830906723484,22,255,141944961,A5,AtezolizumabWT,10000.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A6_1W.tif,147.41505583175504,22,255,149443487,A6,AtezolizumabFut8,10000.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A7_1W.tif,138.90581597222223,21,255,140817160,A7,AtezolizumabNG,10000.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A8_1W.tif,142.38480606849748,27,255,144344021,A8,AtezolizumabWT,10000.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A9_1W.tif,133.3961341934975,28,255,135231665,A9,AtezolizumabFut8,10000.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_B10_1W.tif,133.09672111742424,11,255,134928132,B10,AtezolizumabNG,2500.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B11_1W.tif,136.21963679766415,19,255,138094019,B11,AtezolizumabWT,2500.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B12_1W.tif,139.4127071496212,21,255,141331026,B12,AtezolizumabFut8,2500.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_B1_1W.tif,145.99712653882577,121,173,148006047,B1,media_w_NKcells,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_B2_1W.tif,148.228515625,54,227,150268140,B2,media_w_NKcells,0.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B3_1W.tif,144.8332672427399,11,194,146826173,B3,media_w_NKcells,0.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B4_1W.tif,141.2754517834596,21,255,143219402,B4,AtezolizumabNG,2500.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B5_1W.tif,136.60503965435606,20,255,138484725,B5,AtezolizumabWT,2500.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B6_1W.tif,130.0161497790404,16,255,131805172,B6,AtezolizumabFut8,2500.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B7_1W.tif,140.43984276357324,22,255,142372295,B7,AtezolizumabNG,2500.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B8_1W.tif,137.35869831123736,20,255,139248754,B8,AtezolizumabWT,2500.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B9_1W.tif,138.78177576546716,18,255,140691413,B9,AtezolizumabFut8,2500.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_C10_1W.tif,130.79830827809343,22,255,132598093,C10,AtezolizumabNG,625.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_C11_1W.tif,131.6745146780303,20,255,133486356,C11,AtezolizumabWT,625.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_C12_1W.tif,134.79716402304294,27,255,136651973,C12,AtezolizumabFut8,625.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_C1_1W.tif,142.03982303503787,43,255,143994291,C1,media_w_NKcells,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_C2_1W.tif,143.7564601089015,27,255,145734549,C2,media_w_NKcells,0.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_C3_1W.tif,145.16325757575757,62,253,147160704,C3,media_w_NKcells,0.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_C4_1W.tif,129.74261067708332,14,255,131527869,C4,AtezolizumabNG,625.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_C5_1W.tif,135.2084684738005,16,255,137068937,C5,AtezolizumabWT,625.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_C6_1W.tif,130.77675288036616,16,255,132576241,C6,AtezolizumabFut8,625.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_C7_1W.tif,135.55702039930554,18,255,137422285,C7,AtezolizumabNG,625.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_C8_1W.tif,133.62919527304294,22,255,135467933,C8,AtezolizumabWT,625.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_C9_1W.tif,135.55667909564394,17,255,137421939,C9,AtezolizumabFut8,625.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_D10_1W.tif,126.83195332228536,18,255,128577161,D10,AtezolizumabNG,156.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_D11_1W.tif,131.12415265940658,20,255,132928421,D11,AtezolizumabWT,156.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_D12_1W.tif,134.68984375,23,255,136543176,D12,AtezolizumabFut8,156.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_D1_1W.tif,140.4809599905303,8,255,142413978,D1,DU145_w_NKcells,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_D2_1W.tif,130.46415325126262,19,255,132259340,D2,DU145_w_NKcells,0.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_D3_1W.tif,127.6319977114899,22,255,129388214,D3,DU145_w_NKcells,0.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_D4_1W.tif,133.29698350694446,19,255,135131150,D4,AtezolizumabNG,156.0,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_D5_1W.tif,120.64080058396463,8,255,122300818,D5,AtezolizumabWT,156.0,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_D6_1W.tif,133.8366122159091,23,255,135678204,D6,AtezolizumabFut8,156.0,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_D7_1W.tif,130.29680101799244,21,255,132089685,D7,AtezolizumabNG,156.0,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_D8_1W.tif,127.7747346511995,20,255,129532915,D8,AtezolizumabWT,156.0,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_D9_1W.tif,129.6042633364899,20,255,131387618,D9,AtezolizumabFut8,156.0,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_E10_1W.tif,132.47450481376262,19,255,134297354,E10,AtezolizumabNG,39.06,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_E11_1W.tif,133.7062194207702,19,255,135546017,E11,AtezolizumabWT,39.06,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_E12_1W.tif,130.90744653566918,21,255,132708733,E12,AtezolizumabFut8,39.06,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_E1_1W.tif,130.17175465593434,14,255,131962918,E1,DU145,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_E2_1W.tif,128.3933416193182,15,255,130160034,E2,DU145,0.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_E3_1W.tif,129.06685704703284,20,255,130842817,E3,DU145,0.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_E4_1W.tif,130.06827256944445,16,255,131858012,E4,AtezolizumabNG,39.06,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_E5_1W.tif,132.70009272411616,25,255,134526046,E5,AtezolizumabWT,39.06,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_E6_1W.tif,133.23784919507577,24,255,135071202,E6,AtezolizumabFut8,39.06,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_E7_1W.tif,133.42662168560605,17,255,135262572,E7,AtezolizumabNG,39.06,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_E8_1W.tif,134.13138908617424,24,255,135977037,E8,AtezolizumabWT,39.06,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_E9_1W.tif,128.9056492660985,20,255,130679391,E9,AtezolizumabFut8,39.06,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_F10_1W.tif,128.9808287957702,19,255,130755605,F10,AtezolizumabNG,9.77,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_F11_1W.tif,136.71456755050505,22,255,138595760,F11,AtezolizumabWT,9.77,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_F12_1W.tif,131.18152619949495,21,255,132986584,F12,AtezolizumabFut8,9.77,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_F1_1W.tif,132.08253827335858,20,255,133899994,F1,DU145,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_F2_1W.tif,133.48851207386363,14,255,135325314,F2,DU145,0.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_F3_1W.tif,127.13467881944445,19,255,128884052,F3,DU145,0.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_F4_1W.tif,130.42516966540404,14,255,132219820,F4,AtezolizumabNG,9.77,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_F5_1W.tif,130.98794389204545,19,255,132790338,F5,AtezolizumabWT,9.77,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_F6_1W.tif,132.21327237215908,22,255,134032527,F6,AtezolizumabFut8,9.77,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_F7_1W.tif,132.96324869791667,19,255,134792823,F7,AtezolizumabNG,9.77,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_F8_1W.tif,133.35656269728534,20,255,135191549,F8,AtezolizumabWT,9.77,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_F9_1W.tif,130.04033992266417,24,255,131829695,F9,AtezolizumabFut8,9.77,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_G10_1W.tif,142.06813841540404,25,255,144022996,G10,AtezolizumabNG,2.44,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G11_1W.tif,141.55142144097223,30,255,143499169,G11,AtezolizumabWT,2.44,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G12_1W.tif,135.6349155618687,24,255,137501252,G12,AtezolizumabFut8,2.44,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_G1_1W.tif,132.90738932291666,21,255,134736195,G1,DU145,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_G2_1W.tif,131.13491358901516,16,255,132939330,G2,DU145,0.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G3_1W.tif,130.0692234848485,17,255,131858976,G3,DU145,0.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G4_1W.tif,133.7112876815025,23,255,135551155,G4,AtezolizumabNG,2.44,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G5_1W.tif,131.9870699179293,16,255,133803212,G5,AtezolizumabWT,2.44,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G6_1W.tif,137.9649562026515,19,255,139863354,G6,AtezolizumabFut8,2.44,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G7_1W.tif,137.6345061947601,22,255,139528357,G7,AtezolizumabNG,2.44,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G8_1W.tif,135.6519797585227,24,255,137518551,G8,AtezolizumabWT,2.44,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G9_1W.tif,135.29702592329545,20,255,137158713,G9,AtezolizumabFut8,2.44,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_H10_1W.tif,139.74699830334595,24,255,141669917,H10,AtezolizumabNG,0.61,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H11_1W.tif,140.3858003866793,30,255,142317509,H11,AtezolizumabWT,0.61,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H12_1W.tif,139.96082603377525,32,255,141886687,H12,AtezolizumabFut8,0.61,01h45m25s,1,45,25,corner
240305134144P2_01h45m25s_H1_1W.tif,137.9353367660985,17,255,139833327,H1,DU145_w_NKcells,0.0,01h45m25s,1,45,25,corner
240305134144P2_01h45m25s_H2_1W.tif,140.22182666508837,21,255,142151279,H2,DU145_w_NKcells,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H3_1W.tif,138.6513188525884,22,255,140559161,H3,DU145_w_NKcells,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H4_1W.tif,135.5463650173611,24,255,137411483,H4,AtezolizumabNG,0.61,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H5_1W.tif,136.70069345801767,19,255,138581695,H5,AtezolizumabWT,0.61,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H6_1W.tif,141.7272490530303,25,255,143677416,H6,AtezolizumabFut8,0.61,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H7_1W.tif,137.61802892203283,26,255,139511653,H7,AtezolizumabNG,0.61,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H8_1W.tif,136.76657887468434,17,255,138648487,H8,AtezolizumabWT,0.61,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H9_1W.tif,141.9354709201389,21,255,143888503,H9,AtezolizumabFut8,0.61,01h45m25s,1,45,25,outer_well
240305134144P2_02h42m07s_A10_1W.tif,141.5202296401515,17,255,143467548,A10,AtezolizumabNG,10000.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A11_1W.tif,141.96849254261363,28,255,143921979,A11,AtezolizumabWT,10000.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A12_1W.tif,138.2157502761995,20,255,140117599,A12,AtezolizumabFut8,10000.0,02h42m07s,2,42,7,corner
240305134144P2_02h42m07s_A1_1W.tif,148.90956833964646,31,255,150958564,A1,media,0.0,02h42m07s,2,42,7,corner
240305134144P2_02h42m07s_A2_1W.tif,142.07905125473485,59,191,144034059,A2,media,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A3_1W.tif,142.69585700757577,60,177,144659352,A3,media,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A4_1W.tif,145.71484177714646,15,255,147719878,A4,AtezolizumabNG,10000.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A5_1W.tif,143.44091796875,21,255,145414665,A5,AtezolizumabWT,10000.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A6_1W.tif,145.00056719539143,20,255,146995775,A6,AtezolizumabFut8,10000.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A7_1W.tif,143.40913924400252,14,255,145382449,A7,AtezolizumabNG,10000.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A8_1W.tif,139.79367305871213,29,255,141717234,A8,AtezolizumabWT,10000.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A9_1W.tif,138.68874289772728,16,255,140597100,A9,AtezolizumabFut8,10000.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_B10_1W.tif,137.75069641729797,10,255,139646146,B10,AtezolizumabNG,2500.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B11_1W.tif,140.6279415246212,18,255,142562982,B11,AtezolizumabWT,2500.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B12_1W.tif,136.7237551294192,22,255,138605074,B12,AtezolizumabFut8,2500.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_B1_1W.tif,142.9813683712121,117,159,144948792,B1,media_w_NKcells,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_B2_1W.tif,146.87130583175505,58,225,148892255,B2,media_w_NKcells,0.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B3_1W.tif,144.64392361111112,10,195,146634224,B3,media_w_NKcells,0.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B4_1W.tif,141.4123836016414,23,255,143358218,B4,AtezolizumabNG,2500.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B5_1W.tif,139.42078006628788,17,255,141339210,B5,AtezolizumabWT,2500.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B6_1W.tif,132.26799439709595,18,255,134088002,B6,AtezolizumabFut8,2500.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B7_1W.tif,140.05067274305554,23,255,141977770,B7,AtezolizumabNG,2500.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B8_1W.tif,143.0677675189394,20,255,145036380,B8,AtezolizumabWT,2500.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B9_1W.tif,138.67070509785353,17,255,140578814,B9,AtezolizumabFut8,2500.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_C10_1W.tif,132.82632970328282,18,255,134654020,C10,AtezolizumabNG,625.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_C11_1W.tif,133.26587357954546,14,255,135099612,C11,AtezolizumabWT,625.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_C12_1W.tif,133.5263336489899,22,255,135363656,C12,AtezolizumabFut8,625.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_C1_1W.tif,145.59887251420454,43,255,147602313,C1,media_w_NKcells,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_C2_1W.tif,142.00673137626262,54,255,143960744,C2,media_w_NKcells,0.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_C3_1W.tif,144.06578578756313,70,255,146048131,C3,media_w_NKcells,0.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_C4_1W.tif,133.71259765625,16,255,135552483,C4,AtezolizumabNG,625.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_C5_1W.tif,134.4726651278409,17,255,136323009,C5,AtezolizumabWT,625.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_C6_1W.tif,132.57763869160354,16,255,134401907,C6,AtezolizumabFut8,625.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_C7_1W.tif,136.23656190814393,19,255,138111177,C7,AtezolizumabNG,625.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_C8_1W.tif,133.81847478693183,16,255,135659817,C8,AtezolizumabWT,625.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_C9_1W.tif,137.3243568497475,18,255,139213940,C9,AtezolizumabFut8,625.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_D10_1W.tif,129.43285886205808,18,255,131213855,D10,AtezolizumabNG,156.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_D11_1W.tif,133.56799242424242,19,255,135405888,D11,AtezolizumabWT,156.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_D12_1W.tif,137.14831616950758,13,255,139035477,D12,AtezolizumabFut8,156.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_D1_1W.tif,140.2315183080808,13,255,142161104,D1,DU145_w_NKcells,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_D2_1W.tif,132.51180555555555,14,255,134335168,D2,DU145_w_NKcells,0.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_D3_1W.tif,129.73113656092173,16,255,131516237,D3,DU145_w_NKcells,0.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_D4_1W.tif,137.595550228851,16,255,139488865,D4,AtezolizumabNG,156.0,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_D5_1W.tif,117.76536063762626,7,255,119385812,D5,AtezolizumabWT,156.0,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_D6_1W.tif,131.24425603693183,13,255,133050177,D6,AtezolizumabFut8,156.0,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_D7_1W.tif,133.61383562184344,18,255,135452362,D7,AtezolizumabNG,156.0,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_D8_1W.tif,129.35469736426768,14,255,131134618,D8,AtezolizumabWT,156.0,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_D9_1W.tif,131.3697660195707,17,255,133177414,D9,AtezolizumabFut8,156.0,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_E10_1W.tif,132.02210779671717,18,255,133838732,E10,AtezolizumabNG,39.06,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_E11_1W.tif,132.5323972143308,17,255,134356043,E11,AtezolizumabWT,39.06,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_E12_1W.tif,132.91809205334596,20,255,134747045,E12,AtezolizumabFut8,39.06,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_E1_1W.tif,135.3060576467803,17,255,137167869,E1,DU145,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_E2_1W.tif,127.32226759785354,18,255,129074222,E2,DU145,0.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_E3_1W.tif,131.0654060132576,16,255,132868866,E3,DU145,0.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_E4_1W.tif,131.45278764204545,17,255,133261578,E4,AtezolizumabNG,39.06,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_E5_1W.tif,134.0902984927399,21,255,135935381,E5,AtezolizumabWT,39.06,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_E6_1W.tif,134.23568892045455,20,255,136082772,E6,AtezolizumabFut8,39.06,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_E7_1W.tif,132.34792949021465,18,255,134169037,E7,AtezolizumabNG,39.06,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_E8_1W.tif,135.8272401751894,17,255,137696223,E8,AtezolizumabWT,39.06,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_E9_1W.tif,133.4573330965909,20,255,135293706,E9,AtezolizumabFut8,39.06,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_F10_1W.tif,130.85470130997476,20,255,132655262,F10,AtezolizumabNG,9.77,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_F11_1W.tif,137.7756263809975,23,255,139671419,F11,AtezolizumabWT,9.77,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_F12_1W.tif,130.58300090751263,24,255,132379823,F12,AtezolizumabFut8,9.77,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_F1_1W.tif,132.27047328756314,19,255,134090515,F1,DU145,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_F2_1W.tif,133.66010101010102,20,255,135499264,F2,DU145,0.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_F3_1W.tif,131.67784880050505,22,255,133489736,F3,DU145,0.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_F4_1W.tif,132.64609276357322,15,255,134471303,F4,AtezolizumabNG,9.77,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_F5_1W.tif,130.18295158617423,19,255,131974269,F5,AtezolizumabWT,9.77,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_F6_1W.tif,133.75667909564393,18,255,135597171,F6,AtezolizumabFut8,9.77,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_F7_1W.tif,136.4794251104798,22,255,138357382,F7,AtezolizumabNG,9.77,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_F8_1W.tif,135.5569700915404,19,255,137422234,F8,AtezolizumabWT,9.77,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_F9_1W.tif,132.71728910195708,16,255,134543479,F9,AtezolizumabFut8,9.77,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_G10_1W.tif,141.5675416272096,22,255,143515511,G10,AtezolizumabNG,2.44,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G11_1W.tif,143.4085138494318,20,255,145381815,G11,AtezolizumabWT,2.44,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G12_1W.tif,138.26400430082072,21,255,140166517,G12,AtezolizumabFut8,2.44,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_G1_1W.tif,137.62334378945707,16,255,139517041,G1,DU145,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_G2_1W.tif,135.04155815972223,17,255,136899730,G2,DU145,0.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G3_1W.tif,134.53329979482322,21,255,136384478,G3,DU145,0.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G4_1W.tif,135.63074199021466,19,255,137497021,G4,AtezolizumabNG,2.44,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G5_1W.tif,135.2986051925505,22,255,137160314,G5,AtezolizumabWT,2.44,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G6_1W.tif,137.1610815183081,23,255,139048418,G6,AtezolizumabFut8,2.44,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G7_1W.tif,138.7505277383207,21,255,140659735,G7,AtezolizumabNG,2.44,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G8_1W.tif,134.77525745738637,21,255,136629765,G8,AtezolizumabWT,2.44,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G9_1W.tif,134.5941899463384,22,255,136446206,G9,AtezolizumabFut8,2.44,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_H10_1W.tif,139.2481849747475,18,255,141164240,H10,AtezolizumabNG,0.61,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_H11_1W.tif,142.488030697601,26,255,144448666,H11,AtezolizumabWT,0.61,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_H12_1W.tif,139.45803444602274,25,255,141376977,H12,AtezolizumabFut8,0.61,02h42m07s,2,42,7,corner
240305134144P2_02h42m07s_H1_1W.tif,140.5025548453283,22,255,142435870,H1,DU145_w_NKcells,0.0,02h42m07s,2,42,7,corner
240305134144P2_02h42m07s_H2_1W.tif,145.56091777146466,20,255,147563836,H2,DU145_w_NKcells,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_H3_1W.tif,139.36631352588384,16,255,141283994,H3,DU145_w_NKcells,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_H4_1W.tif,140.4311641808712,21,255,142363497,H4,AtezolizumabNG,0.61,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_H5_1W.tif,138.02688999368686,20,255,139926140,H5,AtezolizumabWT,0.61,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_H6_1W.tif,140.64209576231062,19,255,142577331,H6,AtezolizumabFut8,0.61,02h42m07s,2,42,7,outer_well
