filename,mean_intensity,min_intensity,max_intensity,well_ID,treatment,concentration,timestamp,hour,minutes,seconds,plate_position
240305134144P2_01h45m25s_A10_1B.tif,48.64265802556818,33,66,A10,AtezolizumabNG,10000.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A11_1B.tif,49.05454841382576,32,67,A11,AtezolizumabWT,10000.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A12_1B.tif,51.361546125315655,33,69,A12,AtezolizumabFut8,10000.0,01h45m25s,1,45,25,corner
240305134144P2_01h45m25s_A1_1B.tif,52.30232402146465,38,67,A1,media,0.0,01h45m25s,1,45,25,corner
240305134144P2_01h45m25s_A2_1B.tif,50.13850220959596,37,70,A2,media,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A3_1B.tif,48.52505425347222,35,66,A3,media,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A4_1B.tif,49.22175071022728,32,68,A4,AtezolizumabNG,10000.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A5_1B.tif,48.94924538352273,31,71,A5,AtezolizumabWT,10000.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A6_1B.tif,50.28126085069445,31,70,A6,AtezolizumabFut8,10000.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A7_1B.tif,49.07595091540404,32,77,A7,AtezolizumabNG,10000.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A8_1B.tif,50.17901574337121,36,70,A8,AtezolizumabWT,10000.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_A9_1B.tif,49.2510683001894,32,66,A9,AtezolizumabFut8,10000.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_B10_1B.tif,48.35760929608586,27,66,B10,AtezolizumabNG,2500.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B11_1B.tif,48.43299202967172,31,67,B11,AtezolizumabWT,2500.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B12_1B.tif,49.5556334832702,31,69,B12,AtezolizumabFut8,2500.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_B1_1B.tif,50.579828559027774,37,66,B1,media_w_NKcells,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_B2_1B.tif,50.2587219854798,38,67,B2,media_w_NKcells,0.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B3_1B.tif,50.38669408933081,37,68,B3,media_w_NKcells,0.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B4_1B.tif,48.0375641177399,30,63,B4,AtezolizumabNG,2500.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B5_1B.tif,49.112890625,30,65,B5,AtezolizumabWT,2500.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B6_1B.tif,49.5588531802399,31,73,B6,AtezolizumabFut8,2500.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B7_1B.tif,50.61518899936869,32,75,B7,AtezolizumabNG,2500.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B8_1B.tif,49.65551116635101,32,145,B8,AtezolizumabWT,2500.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_B9_1B.tif,47.82810921717172,30,69,B9,AtezolizumabFut8,2500.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_C10_1B.tif,47.97089942392677,31,65,C10,AtezolizumabNG,625.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_C11_1B.tif,47.75403251262626,30,64,C11,AtezolizumabWT,625.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_C12_1B.tif,48.23825363005051,28,64,C12,AtezolizumabFut8,625.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_C1_1B.tif,50.16265190972222,36,65,C1,media_w_NKcells,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_C2_1B.tif,49.76497987689394,37,67,C2,media_w_NKcells,0.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_C3_1B.tif,49.53219795612374,37,67,C3,media_w_NKcells,0.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_C4_1B.tif,48.17588482481061,30,67,C4,AtezolizumabNG,625.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_C5_1B.tif,49.09756056660353,31,209,C5,AtezolizumabWT,625.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_C6_1B.tif,47.85950816761363,31,66,C6,AtezolizumabFut8,625.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_C7_1B.tif,49.31961805555556,30,69,C7,AtezolizumabNG,625.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_C8_1B.tif,48.88681246054293,30,66,C8,AtezolizumabWT,625.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_C9_1B.tif,48.37006392045455,30,65,C9,AtezolizumabFut8,625.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_D10_1B.tif,48.46388494318182,29,71,D10,AtezolizumabNG,156.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_D11_1B.tif,47.7947265625,29,66,D11,AtezolizumabWT,156.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_D12_1B.tif,50.75192353219697,31,68,D12,AtezolizumabFut8,156.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_D1_1B.tif,49.70283301767677,20,84,D1,DU145_w_NKcells,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_D2_1B.tif,50.6913391729798,30,74,D2,DU145_w_NKcells,0.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_D3_1B.tif,48.45920632102273,30,71,D3,DU145_w_NKcells,0.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_D4_1B.tif,51.04930062342172,33,70,D4,AtezolizumabNG,156.0,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_D5_1B.tif,48.5102174084596,29,90,D5,AtezolizumabWT,156.0,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_D6_1B.tif,51.41392341382576,31,70,D6,AtezolizumabFut8,156.0,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_D7_1B.tif,49.07956912878788,31,66,D7,AtezolizumabNG,156.0,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_D8_1B.tif,48.8349550189394,31,69,D8,AtezolizumabWT,156.0,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_D9_1B.tif,50.42522490530303,31,68,D9,AtezolizumabFut8,156.0,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_E10_1B.tif,48.85048236268939,29,67,E10,AtezolizumabNG,39.06,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_E11_1B.tif,47.65924972380051,30,67,E11,AtezolizumabWT,39.06,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_E12_1B.tif,48.329829545454544,29,65,E12,AtezolizumabFut8,39.06,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_E1_1B.tif,49.29404987373737,30,73,E1,DU145,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_E2_1B.tif,48.99827967171717,31,67,E2,DU145,0.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_E3_1B.tif,47.97302418718434,29,67,E3,DU145,0.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_E4_1B.tif,49.17660097064394,31,81,E4,AtezolizumabNG,39.06,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_E5_1B.tif,49.42480863320707,32,66,E5,AtezolizumabWT,39.06,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_E6_1B.tif,48.88631135574495,31,68,E6,AtezolizumabFut8,39.06,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_E7_1B.tif,48.52637705176768,31,67,E7,AtezolizumabNG,39.06,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_E8_1B.tif,48.05708747632576,30,68,E8,AtezolizumabWT,39.06,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_E9_1B.tif,47.98586154513889,30,70,E9,AtezolizumabFut8,39.06,01h45m25s,1,45,25,center
240305134144P2_01h45m25s_F10_1B.tif,47.797969933712125,29,70,F10,AtezolizumabNG,9.77,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_F11_1B.tif,47.37448804450757,29,70,F11,AtezolizumabWT,9.77,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_F12_1B.tif,46.975783222853536,30,90,F12,AtezolizumabFut8,9.77,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_F1_1B.tif,49.512145872790406,31,71,F1,DU145,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_F2_1B.tif,49.48874684343434,31,68,F2,DU145,0.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_F3_1B.tif,48.5639589251894,30,70,F3,DU145,0.0,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_F4_1B.tif,48.17680022885101,28,66,F4,AtezolizumabNG,9.77,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_F5_1B.tif,51.463806029040406,31,71,F5,AtezolizumabWT,9.77,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_F6_1B.tif,48.06628689236111,30,69,F6,AtezolizumabFut8,9.77,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_F7_1B.tif,49.37920217803031,31,67,F7,AtezolizumabNG,9.77,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_F8_1B.tif,46.732437657828285,30,69,F8,AtezolizumabWT,9.77,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_F9_1B.tif,49.4965849905303,29,72,F9,AtezolizumabFut8,9.77,01h45m25s,1,45,25,3rd_row
240305134144P2_01h45m25s_G10_1B.tif,48.858411261047976,29,69,G10,AtezolizumabNG,2.44,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G11_1B.tif,48.367456794507575,16,65,G11,AtezolizumabWT,2.44,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G12_1B.tif,47.76061296559343,31,63,G12,AtezolizumabFut8,2.44,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_G1_1B.tif,48.25155362215909,30,68,G1,DU145,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_G2_1B.tif,49.33125690498738,31,74,G2,DU145,0.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G3_1B.tif,48.58992660984848,30,65,G3,DU145,0.0,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G4_1B.tif,48.08429312657828,29,67,G4,AtezolizumabNG,2.44,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G5_1B.tif,49.324441682449496,31,67,G5,AtezolizumabWT,2.44,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G6_1B.tif,50.575156841856064,31,69,G6,AtezolizumabFut8,2.44,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G7_1B.tif,48.375012823547976,31,66,G7,AtezolizumabNG,2.44,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G8_1B.tif,48.54191031407828,30,69,G8,AtezolizumabWT,2.44,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_G9_1B.tif,47.980819917929296,29,65,G9,AtezolizumabFut8,2.44,01h45m25s,1,45,25,2nd_row
240305134144P2_01h45m25s_H10_1B.tif,52.48891453598485,34,74,H10,AtezolizumabNG,0.61,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H11_1B.tif,50.23627781723485,33,69,H11,AtezolizumabWT,0.61,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H12_1B.tif,49.16843532986111,34,67,H12,AtezolizumabFut8,0.61,01h45m25s,1,45,25,corner
240305134144P2_01h45m25s_H1_1B.tif,49.95647490530303,31,67,H1,DU145_w_NKcells,0.0,01h45m25s,1,45,25,corner
240305134144P2_01h45m25s_H2_1B.tif,50.36987058080808,32,70,H2,DU145_w_NKcells,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H3_1B.tif,49.44509647253788,30,66,H3,DU145_w_NKcells,0.0,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H4_1B.tif,50.33233506944445,31,67,H4,AtezolizumabNG,0.61,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H5_1B.tif,50.23649187184344,32,70,H5,AtezolizumabWT,0.61,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H6_1B.tif,51.509932331123736,34,69,H6,AtezolizumabFut8,0.61,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H7_1B.tif,49.32971018781566,34,67,H7,AtezolizumabNG,0.61,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H8_1B.tif,51.46814729324495,32,74,H8,AtezolizumabWT,0.61,01h45m25s,1,45,25,outer_well
240305134144P2_01h45m25s_H9_1B.tif,49.706399936868685,33,66,H9,AtezolizumabFut8,0.61,01h45m25s,1,45,25,outer_well
240305134144P2_02h42m07s_A10_1B.tif,47.68096492266414,34,69,A10,AtezolizumabNG,10000.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A11_1B.tif,48.21114760890151,30,67,A11,AtezolizumabWT,10000.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A12_1B.tif,50.49597537878788,35,69,A12,AtezolizumabFut8,10000.0,02h42m07s,2,42,7,corner
240305134144P2_02h42m07s_A1_1B.tif,51.59821949968434,38,65,A1,media,0.0,02h42m07s,2,42,7,corner
240305134144P2_02h42m07s_A2_1B.tif,49.31202947443182,35,64,A2,media,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A3_1B.tif,48.134675860164144,35,66,A3,media,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A4_1B.tif,48.31397964015152,31,66,A4,AtezolizumabNG,10000.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A5_1B.tif,48.20251440183081,30,66,A5,AtezolizumabWT,10000.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A6_1B.tif,49.40555062342172,30,70,A6,AtezolizumabFut8,10000.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A7_1B.tif,48.12743746054293,32,75,A7,AtezolizumabNG,10000.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A8_1B.tif,49.27791094539141,35,66,A8,AtezolizumabWT,10000.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_A9_1B.tif,48.33619890309343,31,66,A9,AtezolizumabFut8,10000.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_B10_1B.tif,47.43278882575758,27,65,B10,AtezolizumabNG,2500.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B11_1B.tif,47.60234868213384,30,67,B11,AtezolizumabWT,2500.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B12_1B.tif,48.7372741082702,31,69,B12,AtezolizumabFut8,2500.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_B1_1B.tif,49.785095091540406,37,66,B1,media_w_NKcells,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_B2_1B.tif,49.42078006628788,37,66,B2,media_w_NKcells,0.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B3_1B.tif,49.64474037247475,36,69,B3,media_w_NKcells,0.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B4_1B.tif,46.92056995738636,30,67,B4,AtezolizumabNG,2500.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B5_1B.tif,48.17098228377525,30,65,B5,AtezolizumabWT,2500.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B6_1B.tif,48.75033143939394,30,68,B6,AtezolizumabFut8,2500.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B7_1B.tif,49.60136028251262,32,71,B7,AtezolizumabNG,2500.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B8_1B.tif,48.88926175820707,32,100,B8,AtezolizumabWT,2500.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_B9_1B.tif,46.99441781092172,30,68,B9,AtezolizumabFut8,2500.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_C10_1B.tif,47.06951941287879,29,67,C10,AtezolizumabNG,625.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_C11_1B.tif,46.748984966856064,30,65,C11,AtezolizumabWT,625.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_C12_1B.tif,47.31900252525252,30,66,C12,AtezolizumabFut8,625.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_C1_1B.tif,48.98404947916666,36,63,C1,media_w_NKcells,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_C2_1B.tif,48.93496291035353,36,68,C2,media_w_NKcells,0.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_C3_1B.tif,48.7603545217803,36,66,C3,media_w_NKcells,0.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_C4_1B.tif,47.23502012310606,29,69,C4,AtezolizumabNG,625.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_C5_1B.tif,48.02458372790404,30,158,C5,AtezolizumabWT,625.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_C6_1B.tif,46.85944898200758,31,67,C6,AtezolizumabFut8,625.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_C7_1B.tif,48.55247691761364,31,72,C7,AtezolizumabNG,625.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_C8_1B.tif,48.08116122159091,29,70,C8,AtezolizumabWT,625.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_C9_1B.tif,47.41720525568182,29,67,C9,AtezolizumabFut8,625.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_D10_1B.tif,47.55036201862374,28,67,D10,AtezolizumabNG,156.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_D11_1B.tif,47.21547604955808,28,63,D11,AtezolizumabWT,156.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_D12_1B.tif,50.051668047664144,32,75,D12,AtezolizumabFut8,156.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_D1_1B.tif,48.73957149621212,17,81,D1,DU145_w_NKcells,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_D2_1B.tif,49.742867148042926,31,84,D2,DU145_w_NKcells,0.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_D3_1B.tif,47.55017952967172,28,69,D3,DU145_w_NKcells,0.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_D4_1B.tif,49.9312776199495,32,77,D4,AtezolizumabNG,156.0,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_D5_1B.tif,47.56025291982324,28,90,D5,AtezolizumabWT,156.0,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_D6_1B.tif,50.4555022885101,30,76,D6,AtezolizumabFut8,156.0,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_D7_1B.tif,48.07951092960859,30,71,D7,AtezolizumabNG,156.0,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_D8_1B.tif,47.901220209911614,30,68,D8,AtezolizumabWT,156.0,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_D9_1B.tif,49.48830591066919,30,73,D9,AtezolizumabFut8,156.0,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_E10_1B.tif,47.99639756944445,29,69,E10,AtezolizumabNG,39.06,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_E11_1B.tif,46.7680328677399,26,66,E11,AtezolizumabWT,39.06,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_E12_1B.tif,47.46555989583333,30,77,E12,AtezolizumabFut8,39.06,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_E1_1B.tif,48.26025291982323,31,67,E1,DU145,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_E2_1B.tif,47.92470012626263,30,69,E2,DU145,0.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_E3_1B.tif,47.16814630681818,30,66,E3,DU145,0.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_E4_1B.tif,48.2056581439394,31,74,E4,AtezolizumabNG,39.06,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_E5_1B.tif,48.30170553188131,30,66,E5,AtezolizumabWT,39.06,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_E6_1B.tif,47.9255218197601,30,65,E6,AtezolizumabFut8,39.06,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_E7_1B.tif,47.56444424715909,28,69,E7,AtezolizumabNG,39.06,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_E8_1B.tif,47.098414812184345,29,64,E8,AtezolizumabWT,39.06,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_E9_1B.tif,47.22772944286616,28,64,E9,AtezolizumabFut8,39.06,02h42m07s,2,42,7,center
240305134144P2_02h42m07s_F10_1B.tif,47.053563959911614,28,67,F10,AtezolizumabNG,9.77,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_F11_1B.tif,46.44357342960858,27,65,F11,AtezolizumabWT,9.77,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_F12_1B.tif,46.2484375,28,81,F12,AtezolizumabFut8,9.77,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_F1_1B.tif,48.66068892045455,30,69,F1,DU145,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_F2_1B.tif,48.655542732007575,31,68,F2,DU145,0.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_F3_1B.tif,47.63217033617424,30,67,F3,DU145,0.0,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_F4_1B.tif,47.35029395517677,29,74,F4,AtezolizumabNG,9.77,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_F5_1B.tif,50.38567017834596,32,76,F5,AtezolizumabWT,9.77,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_F6_1B.tif,47.14148812342172,30,64,F6,AtezolizumabFut8,9.77,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_F7_1B.tif,48.26484375,31,70,F7,AtezolizumabNG,9.77,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_F8_1B.tif,46.07242246685606,30,63,F8,AtezolizumabWT,9.77,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_F9_1B.tif,48.73578756313131,31,80,F9,AtezolizumabFut8,9.77,02h42m07s,2,42,7,3rd_row
240305134144P2_02h42m07s_G10_1B.tif,48.038097774621214,29,68,G10,AtezolizumabNG,2.44,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G11_1B.tif,47.55559895833333,18,65,G11,AtezolizumabWT,2.44,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G12_1B.tif,47.04410116792929,29,66,G12,AtezolizumabFut8,2.44,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_G1_1B.tif,47.2451507260101,28,68,G1,DU145,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_G2_1B.tif,48.25781447285353,28,72,G2,DU145,0.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G3_1B.tif,47.56409801136363,31,68,G3,DU145,0.0,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G4_1B.tif,47.22302122790404,30,66,G4,AtezolizumabNG,2.44,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G5_1B.tif,48.68335306186869,31,69,G5,AtezolizumabWT,2.44,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G6_1B.tif,49.56985578440656,31,75,G6,AtezolizumabFut8,2.44,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G7_1B.tif,47.338624526515154,30,72,G7,AtezolizumabNG,2.44,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G8_1B.tif,47.64001637468434,31,67,G8,AtezolizumabWT,2.44,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_G9_1B.tif,47.14687401357323,31,66,G9,AtezolizumabFut8,2.44,02h42m07s,2,42,7,2nd_row
240305134144P2_02h42m07s_H10_1B.tif,51.47752623895202,34,75,H10,AtezolizumabNG,0.61,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_H11_1B.tif,49.36726345486111,33,69,H11,AtezolizumabWT,0.61,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_H12_1B.tif,48.46682449494949,33,67,H12,AtezolizumabFut8,0.61,02h42m07s,2,42,7,corner
240305134144P2_02h42m07s_H1_1B.tif,48.961186079545456,32,71,H1,DU145_w_NKcells,0.0,02h42m07s,2,42,7,corner
240305134144P2_02h42m07s_H2_1B.tif,49.4768890072601,32,69,H2,DU145_w_NKcells,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_H3_1B.tif,48.67807469223485,29,69,H3,DU145_w_NKcells,0.0,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_H4_1B.tif,49.460509390782825,31,72,H4,AtezolizumabNG,0.61,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_H5_1B.tif,49.14687993213384,33,71,H5,AtezolizumabWT,0.61,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_H6_1B.tif,50.44466836332071,32,69,H6,AtezolizumabFut8,0.61,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_H7_1B.tif,48.43845190183081,29,66,H7,AtezolizumabNG,0.61,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_H8_1B.tif,50.55327099116162,32,77,H8,AtezolizumabWT,0.61,02h42m07s,2,42,7,outer_well
240305134144P2_02h42m07s_H9_1B.tif,49.00172230113636,33,66,H9,AtezolizumabFut8,0.61,02h42m07s,2,42,7,outer_well
240305134144P2_03h42m06s_A10_1B.tif,47.43112077809344,33,67,A10,AtezolizumabNG,10000.0,03h42m06s,3,42,6,outer_well
240305134144P2_03h42m06s_A11_1B.tif,47.90727982954545,33,70,A11,AtezolizumabWT,10000.0,03h42m06s,3,42,6,outer_well
240305134144P2_03h42m06s_A12_1B.tif,50.15519255050505,33,67,A12,AtezolizumabFut8,10000.0,03h42m06s,3,42,6,corner
240305134144P2_03h42m06s_A1_1B.tif,51.27357362689394,38,67,A1,media,0.0,03h42m06s,3,42,6,corner
240305134144P2_03h42m06s_A2_1B.tif,49.46552537089647,36,66,A2,media,0.0,03h42m06s,3,42,6,outer_well
240305134144P2_03h42m06s_A3_1B.tif,47.820992148042926,34,65,A3,media,0.0,03h42m06s,3,42,6,outer_well
240305134144P2_03h42m06s_A4_1B.tif,47.93230251736111,31,63,A4,AtezolizumabNG,10000.0,03h42m06s,3,42,6,outer_well
240305134144P2_03h42m06s_A5_1B.tif,47.93398634785353,31,65,A5,AtezolizumabWT,10000.0,03h42m06s,3,42,6,outer_well
